acc,disprot_id,organism,ncbi_taxon_id,group,protein_name,gene,length,seq_len_check,n_regions,n_disorder_res_D,n_disorder_res_D_or_S,D_exp,D_exp_ambiguous,disorder_content_source,af_very_low_content,af_available,has_ambiguous_S,uniparc,uniref50,released,source_file
S6B291,DP02531,Homo sapiens,9606,Human,IgG H chain,,466,466,1,226,226,0.48497854077253216,0.48497854077253216,0.48497854077253216,0.04721030042918455,True,False,UPI00035916D5,UniRef50_P01857,2021_06,disprot_taxon_9606_homo_sapiens.json
Q07866,DP02532,Homo sapiens,9606,Human,Kinesin light chain 1,KLC1,573,573,1,24,24,0.041884816753926704,0.041884816753926704,0.041884816753926704,0.2705061082024433,True,False,UPI000012DECC,UniRef50_Q07866,2023_12,disprot_taxon_9606_homo_sapiens.json
P56696,DP02533,Homo sapiens,9606,Human,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,695,695,1,44,44,0.06330935251798561,0.06330935251798561,0.06330935251798561,0.3856115107913669,True,False,UPI000013D35B,UniRef50_P56696,2021_06,disprot_taxon_9606_homo_sapiens.json
Q16790,DP02538,Homo sapiens,9606,Human,Carbonic anhydrase 9,CA9,459,459,15,99,99,0.21568627450980393,0.21568627450980393,0.21568627450980393,0.3028322440087146,True,False,UPI0000047736,UniRef50_Q16790,2021_06,disprot_taxon_9606_homo_sapiens.json
Q16611,DP02539,Homo sapiens,9606,Human,Bcl-2 homologous antagonist/killer,BAK1,211,211,6,35,35,0.16587677725118483,0.16587677725118483,0.16587677725118483,0.018957345971563982,True,False,UPI0000126777,UniRef50_Q16611,2021_06,disprot_taxon_9606_homo_sapiens.json
Q07812,DP02540,Homo sapiens,9606,Human,Apoptosis regulator BAX,BAX,192,192,4,35,35,0.18229166666666666,0.18229166666666666,0.18229166666666666,0.052083333333333336,True,False,UPI0000035C7E,UniRef50_Q07812,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9NUM4,DP02543,Homo sapiens,9606,Human,Transmembrane protein 106B,TMEM106B,274,274,8,139,139,0.5072992700729927,0.5072992700729927,0.5072992700729927,0.21897810218978103,True,False,UPI0000073CA6,UniRef50_Q9NUM4,2023_12,disprot_taxon_9606_homo_sapiens.json
P07948,DP02545,Homo sapiens,9606,Human,Tyrosine-protein kinase Lyn,LYN,512,512,3,62,62,0.12109375,0.12109375,0.12109375,0.14453125,True,False,UPI000012EA83,UniRef50_P07948,2020_12,disprot_taxon_9606_homo_sapiens.json
P16070,DP02546,Homo sapiens,9606,Human,CD44 antigen,CD44,742,742,7,100,100,0.1347708894878706,0.1347708894878706,0.1347708894878706,0.6981132075471698,True,False,UPI000013D3FE,UniRef50_P16070,2023_12,disprot_taxon_9606_homo_sapiens.json
Q9Y6G9,DP02547,Homo sapiens,9606,Human,Cytoplasmic dynein 1 light intermediate chain 1,DYNC1LI1,523,523,9,136,136,0.26003824091778205,0.26003824091778205,0.26003824091778205,0.40344168260038243,True,False,UPI000006E91C,UniRef50_Q9Y6G9,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8NBP7,DP02551,Homo sapiens,9606,Human,Proprotein convertase subtilisin/kexin type 9,PCSK9,692,692,8,30,30,0.04335260115606936,0.04335260115606936,0.04335260115606936,0.1315028901734104,True,False,UPI000003B099,UniRef50_Q8NBP7,2021_06,disprot_taxon_9606_homo_sapiens.json
P43629,DP02552,Homo sapiens,9606,Human,Killer cell immunoglobulin-like receptor 3DL1,KIR3DL1,444,444,5,84,84,0.1891891891891892,0.1891891891891892,0.1891891891891892,0.2725225225225225,True,False,UPI000012DB24,UniRef50_Q8N743,2021_06,disprot_taxon_9606_homo_sapiens.json
Q6P5W5,DP02554,Homo sapiens,9606,Human,Zinc transporter ZIP4,SLC39A4,647,647,6,75,75,0.11591962905718702,0.11591962905718702,0.11591962905718702,0.1901081916537867,True,False,UPI00000377A5,UniRef50_Q6P5W5,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15109,DP02555,Homo sapiens,9606,Human,Advanced glycosylation end product-specific receptor,AGER,404,404,8,41,41,0.10148514851485149,0.10148514851485149,0.10148514851485149,0.12128712871287128,True,False,UPI00001330EF,UniRef50_Q15109,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9NP70,DP02558,Homo sapiens,9606,Human,Ameloblastin,AMBN,447,447,7,421,421,0.941834451901566,0.941834451901566,0.941834451901566,0.8702460850111857,True,False,UPI000000DCCB,UniRef50_Q9NP70,2023_06,disprot_taxon_9606_homo_sapiens.json
Q969R2,DP02559,Homo sapiens,9606,Human,Oxysterol-binding protein 2,OSBP2,916,916,2,184,184,0.20087336244541484,0.20087336244541484,0.20087336244541484,0.2925764192139738,True,False,UPI0000130EB2,UniRef50_Q969R2,2023_12,disprot_taxon_9606_homo_sapiens.json
P60880,DP02561,Homo sapiens,9606,Human,Synaptosomal-associated protein 25,SNAP25,206,206,11,59,59,0.28640776699029125,0.28640776699029125,0.28640776699029125,0.10679611650485436,True,False,UPI0000001103,UniRef50_P60880,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15717,DP02564,Homo sapiens,9606,Human,ELAV-like protein 1,ELAVL1,326,326,1,19,19,0.05828220858895705,0.05828220858895705,0.05828220858895705,0.2116564417177914,True,False,UPI000004C562,UniRef50_Q15717,2021_06,disprot_taxon_9606_homo_sapiens.json
P01266,DP02567,Homo sapiens,9606,Human,Thyroglobulin,TG,2768,2768,11,200,200,0.07225433526011561,0.07225433526011561,0.07225433526011561,,False,False,UPI00001734A1,UniRef50_P01266,2023_12,disprot_taxon_9606_homo_sapiens.json
P80192,DP02571,Homo sapiens,9606,Human,Mitogen-activated protein kinase kinase kinase 9,MAP3K9,1104,1104,3,24,24,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.5788043478260869,True,False,UPI0000052A4B,UniRef50_P80192,2023_12,disprot_taxon_9606_homo_sapiens.json
P55042,DP02572,Homo sapiens,9606,Human,GTP-binding protein RAD,RRAD,308,308,2,22,22,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.288961038961039,True,False,UPI00001330D1,UniRef50_P55042,2021_06,disprot_taxon_9606_homo_sapiens.json
P39905,DP02574,Homo sapiens,9606,Human,Glial cell line-derived neurotrophic factor,GDNF,211,211,1,40,40,0.1895734597156398,0.1895734597156398,0.1895734597156398,0.1895734597156398,True,False,UPI00000326A1,UniRef50_P39905,2020_12,disprot_taxon_9606_homo_sapiens.json
Q16647,DP02578,Homo sapiens,9606,Human,Prostacyclin synthase,PTGIS,500,500,1,12,12,0.024,0.024,0.024,0.0,True,False,UPI00001328DF,UniRef50_Q16647,2021_06,disprot_taxon_9606_homo_sapiens.json
P28827,DP02580,Homo sapiens,9606,Human,Receptor-type tyrosine-protein phosphatase mu,PTPRM,1452,1452,3,154,154,0.10606060606060606,0.10606060606060606,0.10606060606060606,0.10674931129476584,True,False,UPI0000132997,UniRef50_P28827,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9H900,DP02585,Homo sapiens,9606,Human,Protein zwilch homolog,ZWILCH,591,591,7,95,95,0.16074450084602368,0.16074450084602368,0.16074450084602368,0.12521150592216582,True,False,UPI0000070024,UniRef50_Q9H900,2023_12,disprot_taxon_9606_homo_sapiens.json
Q96PM5,DP02587,Homo sapiens,9606,Human,RING finger and CHY zinc finger domain-containing protein 1,RCHY1,261,261,2,29,29,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.06130268199233716,True,False,UPI000013C366,UniRef50_Q96PM5,2021_06,disprot_taxon_9606_homo_sapiens.json
P78362,DP02591,Homo sapiens,9606,Human,SRSF protein kinase 2,SRPK2,688,688,10,361,361,0.5247093023255814,0.5247093023255814,0.5247093023255814,0.3386627906976744,True,False,UPI000006D371,UniRef50_P78362,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9H8Y8,DP02592,Homo sapiens,9606,Human,Golgi reassembly-stacking protein 2,GORASP2,452,452,3,244,244,0.5398230088495575,0.5398230088495575,0.5398230088495575,0.5066371681415929,True,False,UPI0000070B86,UniRef50_Q9H8Y8,2021_06,disprot_taxon_9606_homo_sapiens.json
P63241,DP02594,Homo sapiens,9606,Human,Eukaryotic translation initiation factor 5A-1,EIF5A,154,154,1,14,14,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06493506493506493,True,False,UPI0000006BEE,UniRef50_P63241,2021_06,disprot_taxon_9606_homo_sapiens.json
P25490,DP02595,Homo sapiens,9606,Human,Transcriptional repressor protein YY1,YY1,414,414,9,295,295,0.7125603864734299,0.7125603864734299,0.7125603864734299,0.6521739130434783,True,False,UPI00001378FC,UniRef50_P25490,2023_06,disprot_taxon_9606_homo_sapiens.json
Q96H20,DP02598,Homo sapiens,9606,Human,Vacuolar-sorting protein SNF8,SNF8,258,258,3,25,25,0.09689922480620156,0.09689922480620156,0.09689922480620156,0.027131782945736434,True,False,UPI0000071826,UniRef50_Q96H20,2021_06,disprot_taxon_9606_homo_sapiens.json
Q86VN1,DP02599,Homo sapiens,9606,Human,Vacuolar protein-sorting-associated protein 36,VPS36,386,386,2,21,21,0.054404145077720206,0.054404145077720206,0.054404145077720206,0.06735751295336788,True,False,UPI000013CFE6,UniRef50_Q86VN1,2021_06,disprot_taxon_9606_homo_sapiens.json
P35916,DP02600,Homo sapiens,9606,Human,Vascular endothelial growth factor receptor 3,FLT4,1363,1363,4,37,37,0.02714600146735143,0.02714600146735143,0.02714600146735143,0.23404255319148937,True,False,UPI000003CA99,UniRef50_P35916,2020_12,disprot_taxon_9606_homo_sapiens.json
Q96NW4,DP02601,Homo sapiens,9606,Human,Ankyrin repeat domain-containing protein 27,ANKRD27,1050,1050,4,62,62,0.05904761904761905,0.05904761904761905,0.05904761904761905,0.24952380952380954,True,False,UPI000006D08A,UniRef50_Q96NW4,2023_12,disprot_taxon_9606_homo_sapiens.json
P20020-1,DP02604,Homo sapiens,9606,Human,Isoform D of Plasma membrane calcium-transporting ATPase 1,ATP2B1,1258,1258,2,196,196,0.15580286168521462,0.15580286168521462,0.15580286168521462,,False,False,UPI00001261E9,,2023_12,disprot_taxon_9606_homo_sapiens.json
P02533,DP02605,Homo sapiens,9606,Human,"Keratin, type I cytoskeletal 14",KRT14,472,472,2,37,37,0.07838983050847458,0.07838983050847458,0.07838983050847458,0.3072033898305085,True,False,UPI000000D9D9,UniRef50_P02533,2020_12,disprot_taxon_9606_homo_sapiens.json
P13647,DP02606,Homo sapiens,9606,Human,"Keratin, type II cytoskeletal 5",KRT5,590,590,6,312,312,0.5288135593220339,0.5288135593220339,0.5288135593220339,0.4542372881355932,True,False,UPI000012DB0D,UniRef50_P13647,2023_12,disprot_taxon_9606_homo_sapiens.json
Q9UNA0,DP02607,Homo sapiens,9606,Human,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,930,930,2,72,72,0.07741935483870968,0.07741935483870968,0.07741935483870968,0.1827956989247312,True,False,UPI00001AEAC2,UniRef50_Q9UNA0,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8IUQ4,DP02608,Homo sapiens,9606,Human,E3 ubiquitin-protein ligase SIAH1,SIAH1,282,282,1,35,35,0.12411347517730496,0.12411347517730496,0.12411347517730496,0.09219858156028368,True,False,UPI0000073CF6,UniRef50_Q8IUQ4,2021_06,disprot_taxon_9606_homo_sapiens.json
Q96PY5,DP02609,Homo sapiens,9606,Human,Formin-like protein 2,FMNL2,1086,1086,3,55,55,0.05064456721915286,0.05064456721915286,0.05064456721915286,0.2302025782688766,True,False,UPI00000717E2,UniRef50_Q96PY5,2020_12,disprot_taxon_9606_homo_sapiens.json
Q8N1G2,DP02611,Homo sapiens,9606,Human,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,CMTR1,835,835,1,15,15,0.017964071856287425,0.017964071856287425,0.017964071856287425,0.09700598802395209,True,False,UPI00000700C2,UniRef50_Q8N1G2,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9Y6D6,DP02612,Homo sapiens,9606,Human,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,ARFGEF1,1849,1849,7,27,27,0.014602487831260141,0.014602487831260141,0.014602487831260141,0.20497566252028124,True,False,UPI0000126939,UniRef50_Q9Y6D6,2023_06,disprot_taxon_9606_homo_sapiens.json
Q3MIT2,DP02614,Homo sapiens,9606,Human,Putative tRNA pseudouridine synthase Pus10,PUS10,529,529,5,62,62,0.11720226843100189,0.11720226843100189,0.11720226843100189,0.09262759924385633,True,False,UPI000013E1F4,UniRef50_Q3MIT2,2021_06,disprot_taxon_9606_homo_sapiens.json
O75817,DP02615,Homo sapiens,9606,Human,Ribonuclease P protein subunit p20,POP7,140,140,1,28,28,0.2,0.2,0.2,0.08571428571428572,True,False,UPI0000131F3B,UniRef50_O75817,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9BUL9,DP02616,Homo sapiens,9606,Human,Ribonuclease P protein subunit p25,RPP25,199,199,2,63,63,0.3165829145728643,0.3165829145728643,0.3165829145728643,0.1407035175879397,True,False,UPI0000072730,UniRef50_Q9BUL9,2020_12,disprot_taxon_9606_homo_sapiens.json
Q14194,DP02620,Homo sapiens,9606,Human,Dihydropyrimidinase-related protein 1,CRMP1,572,572,3,90,90,0.15734265734265734,0.15734265734265734,0.15734265734265734,0.08741258741258741,True,False,UPI0000047FA2,UniRef50_Q14194,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15113,DP02622,Homo sapiens,9606,Human,Procollagen C-endopeptidase enhancer 1,PCOLCE,449,449,6,67,67,0.1492204899777283,0.1492204899777283,0.1492204899777283,0.17817371937639198,True,False,UPI0000161B54,UniRef50_Q15113,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8TEP8,DP02627,Homo sapiens,9606,Human,Centrosomal protein of 192 kDa,CEP192,2537,2537,8,31,31,0.012219156484036263,0.012219156484036263,0.012219156484036263,0.5916436736302719,True,False,UPI000006D5E6,UniRef50_Q8TEP8,2023_12,disprot_taxon_9606_homo_sapiens.json
O94986,DP02628,Homo sapiens,9606,Human,Centrosomal protein of 152 kDa,CEP152,1710,1710,9,29,29,0.01695906432748538,0.01695906432748538,0.01695906432748538,0.4298245614035088,True,False,UPI000006FDC0,UniRef50_O94986,2023_06,disprot_taxon_9606_homo_sapiens.json
O14958,DP02630,Homo sapiens,9606,Human,Calsequestrin-2,CASQ2,399,399,6,29,29,0.07268170426065163,0.07268170426065163,0.07268170426065163,0.08270676691729323,True,False,UPI0000161BE0,UniRef50_O14958,2021_06,disprot_taxon_9606_homo_sapiens.json
P31321,DP02632,Homo sapiens,9606,Human,cAMP-dependent protein kinase type I-beta regulatory subunit,PRKAR1B,381,381,4,36,36,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.06299212598425197,True,False,UPI00001724F4,UniRef50_P31321,2020_12,disprot_taxon_9606_homo_sapiens.json
Q9UBV7,DP02634,Homo sapiens,9606,Human,"Beta-1,4-galactosyltransferase 7",B4GALT7,327,327,10,26,26,0.07951070336391437,0.07951070336391437,0.07951070336391437,0.08868501529051988,True,False,UPI00000361E1,UniRef50_Q9UBV7,2021_06,disprot_taxon_9606_homo_sapiens.json
P07237,DP02637,Homo sapiens,9606,Human,Protein disulfide-isomerase,P4HB,508,508,4,52,52,0.10236220472440945,0.10236220472440945,0.10236220472440945,0.09055118110236221,True,False,UPI000016AF0F,UniRef50_P07237,2021_06,disprot_taxon_9606_homo_sapiens.json
P78330,DP02639,Homo sapiens,9606,Human,Phosphoserine phosphatase,PSPH,225,225,5,12,12,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.0044444444444444444,True,False,UPI0000135875,UniRef50_P78330,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9HC35,DP02645,Homo sapiens,9606,Human,Echinoderm microtubule-associated protein-like 4,EML4,981,981,1,20,20,0.020387359836901122,0.020387359836901122,0.020387359836901122,0.2803261977573904,True,False,UPI000052BFE0,UniRef50_Q9HC35,2022_06,disprot_taxon_9606_homo_sapiens.json
O95278,DP02647,Homo sapiens,9606,Human,Laforin,EPM2A,331,331,1,11,11,0.03323262839879154,0.03323262839879154,0.03323262839879154,0.015105740181268883,True,False,UPI00004FD228,UniRef50_O95278,2021_06,disprot_taxon_9606_homo_sapiens.json
P01023,DP02649,Homo sapiens,9606,Human,Alpha-2-macroglobulin,A2M,1474,1474,5,46,46,0.031207598371777476,0.031207598371777476,0.031207598371777476,0.05223880597014925,True,False,UPI0000155718,UniRef50_P01023,2023_06,disprot_taxon_9606_homo_sapiens.json
P30542,DP02651,Homo sapiens,9606,Human,Adenosine receptor A1,ADORA1,326,326,1,26,26,0.07975460122699386,0.07975460122699386,0.07975460122699386,0.006134969325153374,True,False,UPI00000503E1,UniRef50_P30542,2020_12,disprot_taxon_9606_homo_sapiens.json
Q96FQ6,DP02652,Homo sapiens,9606,Human,Protein S100-A16,S100A16,103,103,2,21,21,0.20388349514563106,0.20388349514563106,0.20388349514563106,0.0,True,False,UPI0000135414,UniRef50_Q96FQ6,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9H5I1,DP02654,Homo sapiens,9606,Human,Histone-lysine N-methyltransferase SUV39H2,SUV39H2,410,410,1,14,14,0.03414634146341464,0.03414634146341464,0.03414634146341464,0.05853658536585366,True,False,UPI0000136177,UniRef50_Q9H5I1,2021_06,disprot_taxon_9606_homo_sapiens.json
P08294,DP02656,Homo sapiens,9606,Human,Extracellular superoxide dismutase [Cu-Zn],SOD3,240,240,5,53,53,0.22083333333333333,0.22083333333333333,0.22083333333333333,0.1,True,False,UPI0000000DE0,UniRef50_P08294,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8N807,DP02658,Homo sapiens,9606,Human,Protein disulfide-isomerase-like protein of the testis,PDILT,584,584,4,96,96,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.15753424657534246,True,False,UPI000006DBC2,UniRef50_Q8N807,2023_12,disprot_taxon_9606_homo_sapiens.json
Q6ZVN8,DP02661,Homo sapiens,9606,Human,Hemojuvelin,HJV,426,426,2,16,16,0.03755868544600939,0.03755868544600939,0.03755868544600939,0.16901408450704225,True,False,UPI000013EB58,UniRef50_Q6ZVN8,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9Y5C1,DP02665,Homo sapiens,9606,Human,Angiopoietin-related protein 3,ANGPTL3,460,460,1,10,10,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.15,True,False,UPI000003722C,UniRef50_Q9Y5C1,2021_06,disprot_taxon_9606_homo_sapiens.json
P15848,DP02670,Homo sapiens,9606,Human,Arylsulfatase B,ARSB,533,533,1,17,17,0.03189493433395872,0.03189493433395872,0.03189493433395872,0.054409005628517824,True,False,UPI00001260A3,UniRef50_P15848,2021_06,disprot_taxon_9606_homo_sapiens.json
P11926,DP02673,Homo sapiens,9606,Human,Ornithine decarboxylase,ODC1,461,461,7,58,58,0.12581344902386118,0.12581344902386118,0.12581344902386118,0.10845986984815618,True,False,UPI0000156A46,UniRef50_P11926,2020_12,disprot_taxon_9606_homo_sapiens.json
P54368,DP02674,Homo sapiens,9606,Human,Ornithine decarboxylase antizyme 1,OAZ1,228,228,2,40,40,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.22807017543859648,True,False,UPI0000161BAA,UniRef50_P54368,2023_12,disprot_taxon_9606_homo_sapiens.json
O14977,DP02675,Homo sapiens,9606,Human,Antizyme inhibitor 1,AZIN1,448,448,2,33,33,0.07366071428571429,0.07366071428571429,0.07366071428571429,0.060267857142857144,True,False,UPI0000130BCC,UniRef50_O14977,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9HD36,DP02676,Homo sapiens,9606,Human,Bcl-2-like protein 10,BCL2L10,204,204,1,15,15,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.029411764705882353,True,False,UPI000013D0DA,UniRef50_Q9HD36,2021_06,disprot_taxon_9606_homo_sapiens.json
O75936,DP02678,Homo sapiens,9606,Human,Gamma-butyrobetaine dioxygenase,BBOX1,387,387,1,11,11,0.028423772609819122,0.028423772609819122,0.028423772609819122,0.002583979328165375,True,False,UPI0000126A4C,UniRef50_O75936,2020_12,disprot_taxon_9606_homo_sapiens.json
P23280,DP02680,Homo sapiens,9606,Human,Carbonic anhydrase 6,CA6,308,308,1,11,11,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.06818181818181818,True,False,UPI0000161B17,UniRef50_P23280,2021_06,disprot_taxon_9606_homo_sapiens.json
P13797,DP02682,Homo sapiens,9606,Human,Plastin-3,PLS3,630,630,1,20,20,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.03968253968253968,True,False,UPI000016AEC5,UniRef50_P13797,2021_06,disprot_taxon_9606_homo_sapiens.json
P53816,DP02684,Homo sapiens,9606,Human,Phospholipase A and acyltransferase 3,PLAAT3,162,162,4,18,18,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.32098765432098764,True,False,UPI00001539AB,UniRef50_P53816,2021_06,disprot_taxon_9606_homo_sapiens.json
Q92608,DP02691,Homo sapiens,9606,Human,Dedicator of cytokinesis protein 2,DOCK2,1830,1830,6,247,247,0.13497267759562842,0.13497267759562842,0.13497267759562842,0.12459016393442623,True,False,UPI000006CED8,UniRef50_Q92608,2023_12,disprot_taxon_9606_homo_sapiens.json
Q6R327,DP02692,Homo sapiens,9606,Human,Rapamycin-insensitive companion of mTOR,RICTOR,1708,1708,9,785,785,0.4596018735362998,0.4596018735362998,0.4596018735362998,0.35655737704918034,True,False,UPI00003529F3,UniRef50_Q6R327,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9BPZ7,DP02693,Homo sapiens,9606,Human,Target of rapamycin complex 2 subunit MAPKAP1,MAPKAP1,522,522,5,275,275,0.5268199233716475,0.5268199233716475,0.5268199233716475,0.15134099616858238,True,False,UPI000002B3BD,UniRef50_Q9BPZ7,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8WUN7,DP02694,Homo sapiens,9606,Human,Ubiquitin domain-containing protein 2,UBTD2,234,234,1,20,20,0.08547008547008547,0.08547008547008547,0.08547008547008547,0.2094017094017094,True,False,UPI00000733F2,UniRef50_Q9HAC8,2021_06,disprot_taxon_9606_homo_sapiens.json
Q02363,DP02697,Homo sapiens,9606,Human,DNA-binding protein inhibitor ID-2,ID2,134,134,1,23,23,0.17164179104477612,0.17164179104477612,0.17164179104477612,0.14925373134328357,True,False,UPI00000012EE,UniRef50_Q02363,2021_06,disprot_taxon_9606_homo_sapiens.json
